1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByToken_migrated(token));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findAll_migrated());
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(Flux.error(new TechnicalManagementException("An error occurs while trying to find a all emails", ex)));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByClient_migrated(referenceType, referenceId, client));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(Flux.error(new TechnicalManagementException(String.format("An error occurs while trying to find a email using its %s %s and its client %s", referenceType, referenceId, client), ex)));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByTemplate_migrated(referenceType, referenceId, template));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(RxJava2Adapter.monoToMaybe(emailRepository.findByTemplate_migrated(referenceType, referenceId, template)).onErrorResumeNext((ex)->{
    LOGGER.error("An error occurs while trying to find a email using its {} {} and template {}", referenceType, referenceId, template, ex);
    return RxJava2Adapter.monoToMaybe(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to find a email using its %s %s and template %s", referenceType, referenceId, template), ex)));
}));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | RxJava2Adapter.monoToMaybe(emailRepository.findByTemplate_migrated(referenceType, referenceId, template)).onErrorResumeNext
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to find a email using its %s %s and template %s", referenceType, referenceId, template), ex)));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByDomainAndTemplate_migrated(domain, template));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByClientAndTemplate_migrated(referenceType, referenceId, client, template));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(RxJava2Adapter.monoToMaybe(emailRepository.findByClientAndTemplate_migrated(referenceType, referenceId, client, template)).onErrorResumeNext((ex)->{
    LOGGER.error("An error occurs while trying to find a email using its {} {} its client {} and template {}", referenceType, referenceId, client, template, ex);
    return RxJava2Adapter.monoToMaybe(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to find a email using its %s %s its client %s and template %s", referenceType, referenceId, client, template), ex)));
}));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | RxJava2Adapter.monoToMaybe(emailRepository.findByClientAndTemplate_migrated(referenceType, referenceId, client, template)).onErrorResumeNext
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to find a email using its %s %s its client %s and template %s", referenceType, referenceId, client, template), ex)));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByDomainAndClientAndTemplate_migrated(domain, client, template));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findById_migrated(id));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(RxJava2Adapter.monoToMaybe(emailRepository.findById_migrated(id)).onErrorResumeNext((ex)->{
    LOGGER.error("An error occurs while trying to find a email using its id {}", id, ex);
    return RxJava2Adapter.monoToMaybe(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to find a email using its id %s", id), ex)));
}));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | RxJava2Adapter.monoToMaybe(emailRepository.findById_migrated(id)).onErrorResumeNext
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to find a email using its id %s", id), ex)));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(copyFromClient_migrated(domain, clientSource, clientTarget));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(RxJava2Adapter.fluxToFlowable(findByClient_migrated(ReferenceType.DOMAIN, domain, clientSource)).flatMapSingle((source)->{
    NewEmail email = new NewEmail();
    email.setEnabled(source.isEnabled());
    email.setTemplate(Template.parse(source.getTemplate()));
    email.setFrom(source.getFrom());
    email.setFromName(source.getFromName());
    email.setSubject(source.getSubject());
    email.setContent(source.getContent());
    email.setExpiresAfter(source.getExpiresAfter());
    return RxJava2Adapter.monoToSingle(this.create_migrated(domain, clientTarget, email));
}));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | RxJava2Adapter.fluxToFlowable(findByClient_migrated(ReferenceType.DOMAIN, domain, clientSource)).flatMapSingle
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(this.create_migrated(domain, clientTarget, email));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(create_migrated(referenceType, referenceId, newEmail, principal));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(create_migrated(domain, newEmail, principal));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(create_migrated(referenceType, referenceId, client, newEmail, principal));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(create_migrated(domain, client, newEmail, principal));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(update_migrated(domain, id, updateEmail, principal));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(update_migrated(domain, client, id, updateEmail, principal));
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | return RxJava2Adapter.monoToCompletable(delete_migrated(emailId, principal));
1 | RxJava2Adapter | completableToMono | METHOD_INVOCATION | return RxJava2Adapter.completableToMono(RxJava2Adapter.monoToCompletable(emailRepository.findById_migrated(emailId).switchIfEmpty(Mono.error(new EmailNotFoundException(emailId))).flatMap((y)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.toJdkFunction((Function<Email, CompletableSource>)(email)->{
    Event event = new Event(Type.EMAIL, new Payload(email.getId(), email.getReferenceType(), email.getReferenceId(), Action.DELETE));
    return RxJava2Adapter.monoToCompletable(RxJava2Adapter.completableToMono(RxJava2Adapter.monoToSingle(emailRepository.delete_migrated(emailId).then(eventService.create_migrated(event))).toCompletable().doOnComplete(()->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_DELETED).email(email)))).doOnError(RxJavaReactorMigrationUtil.toJdkConsumer((throwable)->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_DELETED).throwable(throwable)))));
}).apply(y)))).then()).onErrorResumeNext((ex)->{
    if (ex instanceof AbstractManagementException) {
        return RxJava2Adapter.monoToCompletable(Mono.error(ex));
    }
    LOGGER.error("An error occurs while trying to delete email: {}", emailId, ex);
    return RxJava2Adapter.monoToCompletable(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to delete email: %s", emailId), ex)));
}));
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | RxJava2Adapter.monoToCompletable(emailRepository.findById_migrated(emailId).switchIfEmpty(Mono.error(new EmailNotFoundException(emailId))).flatMap((y)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.toJdkFunction((Function<Email, CompletableSource>)(email)->{
    Event event = new Event(Type.EMAIL, new Payload(email.getId(), email.getReferenceType(), email.getReferenceId(), Action.DELETE));
    return RxJava2Adapter.monoToCompletable(RxJava2Adapter.completableToMono(RxJava2Adapter.monoToSingle(emailRepository.delete_migrated(emailId).then(eventService.create_migrated(event))).toCompletable().doOnComplete(()->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_DELETED).email(email)))).doOnError(RxJavaReactorMigrationUtil.toJdkConsumer((throwable)->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_DELETED).throwable(throwable)))));
}).apply(y)))).then()).onErrorResumeNext
1 | RxJava2Adapter | completableToMono | METHOD_INVOCATION | (y)->RxJava2Adapter.completableToMono(Completable.wrap(RxJavaReactorMigrationUtil.toJdkFunction((Function<Email, CompletableSource>)(email)->{
    Event event = new Event(Type.EMAIL, new Payload(email.getId(), email.getReferenceType(), email.getReferenceId(), Action.DELETE));
    return RxJava2Adapter.monoToCompletable(RxJava2Adapter.completableToMono(RxJava2Adapter.monoToSingle(emailRepository.delete_migrated(emailId).then(eventService.create_migrated(event))).toCompletable().doOnComplete(()->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_DELETED).email(email)))).doOnError(RxJavaReactorMigrationUtil.toJdkConsumer((throwable)->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_DELETED).throwable(throwable)))));
}).apply(y)))
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | return RxJava2Adapter.monoToCompletable(RxJava2Adapter.completableToMono(RxJava2Adapter.monoToSingle(emailRepository.delete_migrated(emailId).then(eventService.create_migrated(event))).toCompletable().doOnComplete(()->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_DELETED).email(email)))).doOnError(RxJavaReactorMigrationUtil.toJdkConsumer((throwable)->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_DELETED).throwable(throwable)))));
1 | RxJava2Adapter | completableToMono | METHOD_INVOCATION | RxJava2Adapter.completableToMono(RxJava2Adapter.monoToSingle(emailRepository.delete_migrated(emailId).then(eventService.create_migrated(event))).toCompletable().doOnComplete(()->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_DELETED).email(email)))).doOnError
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | RxJava2Adapter.monoToSingle(emailRepository.delete_migrated(emailId).then(eventService.create_migrated(event))).toCompletable
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | return RxJava2Adapter.monoToCompletable(Mono.error(ex));
1 | RxJava2Adapter | monoToCompletable | METHOD_INVOCATION | return RxJava2Adapter.monoToCompletable(Mono.error(new TechnicalManagementException(String.format("An error occurs while trying to delete email: %s", emailId), ex)));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | RxJava2Adapter.singleToMono(RxJava2Adapter.monoToSingle(checkEmailUniqueness_migrated(referenceType, referenceId, client, newEmail.getTemplate().template()).flatMap((v)->RxJava2Adapter.singleToMono(Single.wrap(RxJavaReactorMigrationUtil.<Boolean, SingleSource<Email>>toJdkFunction((irrelevant)->{
    Email email = new Email();
    email.setId(emailId);
    email.setReferenceType(referenceType);
    email.setReferenceId(referenceId);
    email.setClient(client);
    email.setEnabled(newEmail.isEnabled());
    email.setTemplate(newEmail.getTemplate().template());
    email.setFrom(newEmail.getFrom());
    email.setFromName(newEmail.getFromName());
    email.setSubject(newEmail.getSubject());
    email.setContent(newEmail.getContent());
    email.setExpiresAfter(newEmail.getExpiresAfter());
    email.setCreatedAt(new Date());
    email.setUpdatedAt(email.getCreatedAt());
    return RxJava2Adapter.monoToSingle(emailRepository.create_migrated(email));
}).apply(v)))).flatMap((v)->RxJava2Adapter.singleToMono(Single.wrap(RxJavaReactorMigrationUtil.<Email, SingleSource<Email>>toJdkFunction((email)->{
    Event event = new Event(Type.EMAIL, new Payload(email.getId(), email.getReferenceType(), email.getReferenceId(), Action.CREATE));
    return RxJava2Adapter.monoToSingle(eventService.create_migrated(event).flatMap((__)->Mono.just(email)));
}).apply(v)))))).onErrorResume
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | RxJava2Adapter.singleToMono(RxJava2Adapter.monoToSingle(checkEmailUniqueness_migrated(referenceType, referenceId, client, newEmail.getTemplate().template()).flatMap((v)->RxJava2Adapter.singleToMono(Single.wrap(RxJavaReactorMigrationUtil.<Boolean, SingleSource<Email>>toJdkFunction((irrelevant)->{
    Email email = new Email();
    email.setId(emailId);
    email.setReferenceType(referenceType);
    email.setReferenceId(referenceId);
    email.setClient(client);
    email.setEnabled(newEmail.isEnabled());
    email.setTemplate(newEmail.getTemplate().template());
    email.setFrom(newEmail.getFrom());
    email.setFromName(newEmail.getFromName());
    email.setSubject(newEmail.getSubject());
    email.setContent(newEmail.getContent());
    email.setExpiresAfter(newEmail.getExpiresAfter());
    email.setCreatedAt(new Date());
    email.setUpdatedAt(email.getCreatedAt());
    return RxJava2Adapter.monoToSingle(emailRepository.create_migrated(email));
}).apply(v)))).flatMap((v)->RxJava2Adapter.singleToMono(Single.wrap(RxJavaReactorMigrationUtil.<Email, SingleSource<Email>>toJdkFunction((email)->{
    Event event = new Event(Type.EMAIL, new Payload(email.getId(), email.getReferenceType(), email.getReferenceId(), Action.CREATE));
    return RxJava2Adapter.monoToSingle(eventService.create_migrated(event).flatMap((__)->Mono.just(email)));
}).apply(v))))))
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | (v)->RxJava2Adapter.singleToMono(Single.wrap(RxJavaReactorMigrationUtil.<Boolean, SingleSource<Email>>toJdkFunction((irrelevant)->{
    Email email = new Email();
    email.setId(emailId);
    email.setReferenceType(referenceType);
    email.setReferenceId(referenceId);
    email.setClient(client);
    email.setEnabled(newEmail.isEnabled());
    email.setTemplate(newEmail.getTemplate().template());
    email.setFrom(newEmail.getFrom());
    email.setFromName(newEmail.getFromName());
    email.setSubject(newEmail.getSubject());
    email.setContent(newEmail.getContent());
    email.setExpiresAfter(newEmail.getExpiresAfter());
    email.setCreatedAt(new Date());
    email.setUpdatedAt(email.getCreatedAt());
    return RxJava2Adapter.monoToSingle(emailRepository.create_migrated(email));
}).apply(v)))
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(emailRepository.create_migrated(email));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | (v)->RxJava2Adapter.singleToMono(Single.wrap(RxJavaReactorMigrationUtil.<Email, SingleSource<Email>>toJdkFunction((email)->{
    Event event = new Event(Type.EMAIL, new Payload(email.getId(), email.getReferenceType(), email.getReferenceId(), Action.CREATE));
    return RxJava2Adapter.monoToSingle(eventService.create_migrated(event).flatMap((__)->Mono.just(email)));
}).apply(v)))
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(eventService.create_migrated(event).flatMap((__)->Mono.just(email)));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | (err)->RxJava2Adapter.singleToMono(RxJavaReactorMigrationUtil.<Throwable, Single<Email>>toJdkFunction((ex)->{
    if (ex instanceof AbstractManagementException) {
        return RxJava2Adapter.monoToSingle(Mono.error(ex));
    }
    LOGGER.error("An error occurs while trying to create a email", ex);
    return RxJava2Adapter.monoToSingle(Mono.error(new TechnicalManagementException("An error occurs while trying to create a email", ex)));
}).apply(err))
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(Mono.error(ex));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(Mono.error(new TechnicalManagementException("An error occurs while trying to create a email", ex)));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | RxJava2Adapter.singleToMono(RxJava2Adapter.monoToSingle(emailRepository.findById_migrated(referenceType, referenceId, id).switchIfEmpty(Mono.error(new EmailNotFoundException(id))).flatMap((y)->RxJava2Adapter.singleToMono(Single.wrap(RxJavaReactorMigrationUtil.<Email, SingleSource<Email>>toJdkFunction((oldEmail)->{
    Email emailToUpdate = new Email(oldEmail);
    emailToUpdate.setEnabled(updateEmail.isEnabled());
    emailToUpdate.setFrom(updateEmail.getFrom());
    emailToUpdate.setFromName(updateEmail.getFromName());
    emailToUpdate.setSubject(updateEmail.getSubject());
    emailToUpdate.setContent(updateEmail.getContent());
    emailToUpdate.setExpiresAfter(updateEmail.getExpiresAfter());
    emailToUpdate.setUpdatedAt(new Date());
    return RxJava2Adapter.monoToSingle(emailRepository.update_migrated(emailToUpdate).flatMap((v)->RxJava2Adapter.singleToMono(Single.wrap(RxJavaReactorMigrationUtil.<Email, SingleSource<Email>>toJdkFunction((email)->{
        Event event = new Event(Type.EMAIL, new Payload(email.getId(), email.getReferenceType(), email.getReferenceId(), Action.UPDATE));
        return RxJava2Adapter.monoToSingle(eventService.create_migrated(event).flatMap((__)->Mono.just(email)));
    }).apply(v)))).doOnSuccess(RxJavaReactorMigrationUtil.toJdkConsumer((email)->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_UPDATED).oldValue(oldEmail).email(email)))).doOnError(RxJavaReactorMigrationUtil.toJdkConsumer((throwable)->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_UPDATED).throwable(throwable)))));
}).apply(y)))))).onErrorResume
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | RxJava2Adapter.singleToMono(RxJava2Adapter.monoToSingle(emailRepository.findById_migrated(referenceType, referenceId, id).switchIfEmpty(Mono.error(new EmailNotFoundException(id))).flatMap((y)->RxJava2Adapter.singleToMono(Single.wrap(RxJavaReactorMigrationUtil.<Email, SingleSource<Email>>toJdkFunction((oldEmail)->{
    Email emailToUpdate = new Email(oldEmail);
    emailToUpdate.setEnabled(updateEmail.isEnabled());
    emailToUpdate.setFrom(updateEmail.getFrom());
    emailToUpdate.setFromName(updateEmail.getFromName());
    emailToUpdate.setSubject(updateEmail.getSubject());
    emailToUpdate.setContent(updateEmail.getContent());
    emailToUpdate.setExpiresAfter(updateEmail.getExpiresAfter());
    emailToUpdate.setUpdatedAt(new Date());
    return RxJava2Adapter.monoToSingle(emailRepository.update_migrated(emailToUpdate).flatMap((v)->RxJava2Adapter.singleToMono(Single.wrap(RxJavaReactorMigrationUtil.<Email, SingleSource<Email>>toJdkFunction((email)->{
        Event event = new Event(Type.EMAIL, new Payload(email.getId(), email.getReferenceType(), email.getReferenceId(), Action.UPDATE));
        return RxJava2Adapter.monoToSingle(eventService.create_migrated(event).flatMap((__)->Mono.just(email)));
    }).apply(v)))).doOnSuccess(RxJavaReactorMigrationUtil.toJdkConsumer((email)->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_UPDATED).oldValue(oldEmail).email(email)))).doOnError(RxJavaReactorMigrationUtil.toJdkConsumer((throwable)->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_UPDATED).throwable(throwable)))));
}).apply(y))))))
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | (y)->RxJava2Adapter.singleToMono(Single.wrap(RxJavaReactorMigrationUtil.<Email, SingleSource<Email>>toJdkFunction((oldEmail)->{
    Email emailToUpdate = new Email(oldEmail);
    emailToUpdate.setEnabled(updateEmail.isEnabled());
    emailToUpdate.setFrom(updateEmail.getFrom());
    emailToUpdate.setFromName(updateEmail.getFromName());
    emailToUpdate.setSubject(updateEmail.getSubject());
    emailToUpdate.setContent(updateEmail.getContent());
    emailToUpdate.setExpiresAfter(updateEmail.getExpiresAfter());
    emailToUpdate.setUpdatedAt(new Date());
    return RxJava2Adapter.monoToSingle(emailRepository.update_migrated(emailToUpdate).flatMap((v)->RxJava2Adapter.singleToMono(Single.wrap(RxJavaReactorMigrationUtil.<Email, SingleSource<Email>>toJdkFunction((email)->{
        Event event = new Event(Type.EMAIL, new Payload(email.getId(), email.getReferenceType(), email.getReferenceId(), Action.UPDATE));
        return RxJava2Adapter.monoToSingle(eventService.create_migrated(event).flatMap((__)->Mono.just(email)));
    }).apply(v)))).doOnSuccess(RxJavaReactorMigrationUtil.toJdkConsumer((email)->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_UPDATED).oldValue(oldEmail).email(email)))).doOnError(RxJavaReactorMigrationUtil.toJdkConsumer((throwable)->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_UPDATED).throwable(throwable)))));
}).apply(y)))
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(emailRepository.update_migrated(emailToUpdate).flatMap((v)->RxJava2Adapter.singleToMono(Single.wrap(RxJavaReactorMigrationUtil.<Email, SingleSource<Email>>toJdkFunction((email)->{
    Event event = new Event(Type.EMAIL, new Payload(email.getId(), email.getReferenceType(), email.getReferenceId(), Action.UPDATE));
    return RxJava2Adapter.monoToSingle(eventService.create_migrated(event).flatMap((__)->Mono.just(email)));
}).apply(v)))).doOnSuccess(RxJavaReactorMigrationUtil.toJdkConsumer((email)->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_UPDATED).oldValue(oldEmail).email(email)))).doOnError(RxJavaReactorMigrationUtil.toJdkConsumer((throwable)->auditService.report(AuditBuilder.builder(EmailTemplateAuditBuilder.class).principal(principal).type(EventType.EMAIL_TEMPLATE_UPDATED).throwable(throwable)))));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | (v)->RxJava2Adapter.singleToMono(Single.wrap(RxJavaReactorMigrationUtil.<Email, SingleSource<Email>>toJdkFunction((email)->{
    Event event = new Event(Type.EMAIL, new Payload(email.getId(), email.getReferenceType(), email.getReferenceId(), Action.UPDATE));
    return RxJava2Adapter.monoToSingle(eventService.create_migrated(event).flatMap((__)->Mono.just(email)));
}).apply(v)))
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(eventService.create_migrated(event).flatMap((__)->Mono.just(email)));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | (err)->RxJava2Adapter.singleToMono(RxJavaReactorMigrationUtil.<Throwable, Single<Email>>toJdkFunction((ex)->{
    if (ex instanceof AbstractManagementException) {
        return RxJava2Adapter.monoToSingle(Mono.error(ex));
    }
    LOGGER.error("An error occurs while trying to update a email", ex);
    return RxJava2Adapter.monoToSingle(Mono.error(new TechnicalManagementException("An error occurs while trying to update a email", ex)));
}).apply(err))
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(Mono.error(ex));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(Mono.error(new TechnicalManagementException("An error occurs while trying to update a email", ex)));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | client == null ? RxJava2Adapter.monoToMaybe(findByTemplate_migrated(referenceType, referenceId, emailTemplate)) : RxJava2Adapter.monoToMaybe(findByClientAndTemplate_migrated(referenceType, referenceId, client, emailTemplate))
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | client == null ? RxJava2Adapter.monoToMaybe(findByTemplate_migrated(referenceType, referenceId, emailTemplate)) : RxJava2Adapter.monoToMaybe(findByClientAndTemplate_migrated(referenceType, referenceId, client, emailTemplate))
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | RxJava2Adapter.maybeToMono(maybeSource).hasElement
1 | RxJava2Adapter | IMPORT
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findAll_migrated());
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findAll());
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findAll_migrated(referenceType, referenceId));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findAll(referenceType, referenceId));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(findByClient_migrated(referenceType, referenceId, client));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(findByClient(referenceType, referenceId, client));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByTemplate_migrated(referenceType, referenceId, template));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findByTemplate(referenceType, referenceId, template));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByDomainAndTemplate_migrated(domain, template));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findByDomainAndTemplate(domain, template));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByClientAndTemplate_migrated(referenceType, referenceId, client, template));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findByClientAndTemplate(referenceType, referenceId, client, template));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findByDomainAndClientAndTemplate_migrated(domain, client, template));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findByDomainAndClientAndTemplate(domain, client, template));
1 | RxJava2Adapter | monoToMaybe | METHOD_INVOCATION | return RxJava2Adapter.monoToMaybe(findById_migrated(id));
1 | RxJava2Adapter | maybeToMono | METHOD_INVOCATION | return RxJava2Adapter.maybeToMono(findById(id));
1 | RxJava2Adapter | fluxToFlowable | METHOD_INVOCATION | return RxJava2Adapter.fluxToFlowable(copyFromClient_migrated(domain, clientSource, clientTarget));
1 | RxJava2Adapter | flowableToFlux | METHOD_INVOCATION | return RxJava2Adapter.flowableToFlux(copyFromClient(domain, clientSource, clientTarget));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(create_migrated(referenceType, referenceId, newEmail, principal));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(create(referenceType, referenceId, newEmail, principal));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(create_migrated(domain, newEmail, principal));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(create(domain, newEmail, principal));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(create_migrated(referenceType, referenceId, client, newEmail, principal));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(create(referenceType, referenceId, client, newEmail, principal));
1 | RxJava2Adapter | monoToSingle | METHOD_INVOCATION | return RxJava2Adapter.monoToSingle(create_migrated(domain, client, newEmail, principal));
1 | RxJava2Adapter | singleToMono | METHOD_INVOCATION | return RxJava2Adapter.singleToMono(create(domain, client, newEmail, principal));
